brand,official_name,kcal,servings,first_seen,last_seen
全家,茶碗蒸(海鮮風味),106,1,2026-09-26,2026-09-26
全家,茶葉蛋白,45,1,2026-09-26,2026-09-26
全家,茶裏王台式綠茶,108,2,2026-09-26,2026-09-26
全家,茶裏王白毫烏龍茶,103,2,2026-09-26,2026-09-26
全家,茶裏王英式紅茶,108,2,2026-09-26,2026-09-26
全家,草莓優格風味牛奶軟糖,133,1,2026-09-26,2026-09-26
全家,草莓冰淇淋雪糕,247,1,2026-09-26,2026-09-26
全家,草莓夾心,276,1,2026-09-26,2026-09-26
全家,草莓夾心土司,179,1,2026-09-26,2026-09-26
全家,草莓夾心起司球,105,5,2026-09-26,2026-09-26
全家,草莓巧克力,237,3,2026-09-26,2026-09-26
全家,草莓柚子脆皮雪糕,233,1,2026-09-26,2026-09-26
全家,草莓甜心Q堤,198,1,2026-09-26,2026-09-26
全家,草莓蛋糕風味起司,249,6,2026-09-26,2026-09-26
全家,草莓起司,216,6,2026-09-26,2026-09-26
全家,草莓迷你杯冰淇淋,218,1,2026-09-26,2026-09-26
全家,草莓風味起司威化餅168G,788,3,2026-09-26,2026-09-26
全家,莎莎烤雞麵沙拉,248,1,2026-09-26,2026-09-26
全家,莓果乳酪土司,312,1,2026-09-26,2026-09-26
全家,莓果堅果亞麻仁燕麥,214,2,2026-09-26,2026-09-26
全家,莓果水果穀物圈,61,1,2026-09-26,2026-09-26
全家,莫札瑞拉起司火腿貝果,252,1,2026-09-26,2026-09-26
全家,菊花涼茶,64,2,2026-09-26,2026-09-26
全家,菠蘿奶酥麵包,391,1,2026-09-26,2026-09-26
全家,菠蘿蛋塔麵包,345,1,2026-09-26,2026-09-26
全家,菠蘿麵包,395,1,2026-09-26,2026-09-26
全家,菲律賓7D芒果乾,218,2,2026-09-26,2026-09-26
全家,萬家香大吟釀醬油1000ml,1360,100,2026-09-26,2026-09-26
全家,萬家香韓式醃烤萬用醬,461,24,2026-09-26,2026-09-26
全家,萬歲牌杏仁果,375,3,2026-09-26,2026-09-26
全家,萬歲牌椒鹽風味堅果,195,1,2026-09-26,2026-09-26
全家,萬歲牌活力六寶,456,2,2026-09-26,2026-09-26
全家,萬歲牌無調味綜合果,592,4,2026-09-26,2026-09-26
全家,萬歲牌蜜汁腰果,357,3,2026-09-26,2026-09-26
全家,萬歲牌蜜脆雙果隨手包,187,1,2026-09-26,2026-09-26
全家,萬歲綜合纖果隨手包,157,1,2026-09-26,2026-09-26
全家,萬用胡椒鹽,94,45,2026-09-26,2026-09-26
全家,葉黃素功能飲,30,1,2026-09-26,2026-09-26
全家,葡式千層蛋塔,250,1,2026-09-26,2026-09-26
全家,葡萄果汁QQ軟糖,178,1,2026-09-26,2026-09-26
全家,葡萄王益菌王EX順暢水,32,1,2026-09-26,2026-09-26
全家,葡萄王益菌王粉末顆粒,22,3,2026-09-26,2026-09-26
全家,蒜味傳統豆干,118,1,2026-09-26,2026-09-26
全家,蒜米狠雞腿,183,1,2026-09-26,2026-09-26
全家,蒜茸花生,325,1,2026-09-26,2026-09-26
全家,蒜蒜辣烤腿排,226,1,2026-09-26,2026-09-26
全家,蒜香紐奧良風味雞Q丸,145,1,2026-09-26,2026-09-26
全家,蒜香綜合滷味,230,1,2026-09-26,2026-09-26
全家,蒟蒻卷,21,4,2026-09-26,2026-09-26
全家,蒸蛋湯,134,1,2026-09-26,2026-09-26
全家,蔥燒牛肉麵(包),423,1,2026-09-26,2026-09-26
全家,蔥花生鮪魚脆卷,117,1,2026-09-26,2026-09-26
全家,蔥蒜黑金剛花生仁,357,6,2026-09-26,2026-09-26
全家,蔥鹽雞肉麵沙拉,186,1,2026-09-26,2026-09-26
全家,蔬活腿排補力餐盒,595,1,2026-09-26,2026-09-26
全家,蔬食鮪魚飯糰(植覺生活),186,1,2026-09-26,2026-09-26
全家,蕃茄紅醬時蔬義大利麵,374,1,2026-09-26,2026-09-26
全家,蕃茄莎莎海鮮冷義大利麵,347,1,2026-09-26,2026-09-26
全家,蕈菇起司蛋貝果堡,352,1,2026-09-26,2026-09-26
全家,薄荷草本袋裝喉糖,315,30,2026-09-26,2026-09-26
全家,薑母鴨湯,186,1,2026-09-26,2026-09-26
全家,薑汁醬油番茄杯(截切),60,1,2026-09-26,2026-09-26
全家,薑黃素炒飯,575,1,2026-09-26,2026-09-26
全家,藍山咖啡(6入),101,1,2026-09-26,2026-09-26
全家,藍莓乳酪貝果,234,1,2026-09-26,2026-09-26
全家,藍莓冰淇淋迷你杯,183,1,2026-09-26,2026-09-26
全家,藍莓夾心土司,199,1,2026-09-26,2026-09-26
全家,藍莓起司,225,6,2026-09-26,2026-09-26
全家,藥燉排骨湯,120,1,2026-09-26,2026-09-26
全家,蘇打餅,840,5,2026-09-26,2026-09-26
全家,蘋果西打,254,1,2026-09-26,2026-09-26
全家,蘭姆葡萄冰淇淋迷你杯,184,1,2026-09-26,2026-09-26
全家,蘿蔔絲酥餅(全素),190,1,2026-09-26,2026-09-26
全家,虎皮天使蛋糕,218,1,2026-09-26,2026-09-26
全家,蚵仔煎洋芋片派對包,835,6,2026-09-26,2026-09-26
全家,蛋酒風味夾心巧克力棒,199,1,2026-09-26,2026-09-26
全家,蛋餅皮,565,5,2026-09-26,2026-09-26
全家,蛤蜊燉雞腿湯,135,1,2026-09-26,2026-09-26
全家,蜂蜜檸檬草本薄荷糖,73,27,2026-09-26,2026-09-26
全家,蜂蜜檸檬超涼薄荷糖,70,10,2026-09-26,2026-09-26
全家,蜂蜜水,82,1,2026-09-26,2026-09-26
全家,蜂蜜水870ml,223,1,2026-09-26,2026-09-26
全家,蜂蜜焗腰果,566,1,2026-09-26,2026-09-26
全家,蜂蜜牛奶球,242,1,2026-09-26,2026-09-26
全家,蜂蜜蛋糕酥餅,152,1,2026-09-26,2026-09-26
全家,蜜桃山茶花風味金萱奶蓋雪糕,180,1,2026-09-26,2026-09-26
全家,蜜汁火烤雞排,332,1,2026-09-26,2026-09-26
全家,蜜煉枇杷膏,240,5,2026-09-26,2026-09-26
全家,蝦味先原味,398,2,2026-09-26,2026-09-26
全家,蝦肉海鮮丸子,246,1,2026-09-26,2026-09-26
全家,蝴蝶派,816,6,2026-09-26,2026-09-26
全家,蟳味棒口味洋芋片,387,3,2026-09-26,2026-09-26
全家,蟹味棒(原味),21,1,2026-09-26,2026-09-26
全家,蟹味棒(辣味),22,1,2026-09-26,2026-09-26
全家,蟹肉海鮮丸子,231,1,2026-09-26,2026-09-26
全家,蟹肉風味魚板,61,1,2026-09-26,2026-09-26
全家,蠟筆小新巧克比可可風味餅乾,138,1,2026-09-26,2026-09-26
全家,蠻牛能量飲料,127,1,2026-09-26,2026-09-26
全家,西班牙風味海鮮燉飯,567,1,2026-09-26,2026-09-26
全家,西西里風海鮮焗麵,436,1,2026-09-26,2026-09-26
全家,解剖100%純椰子水,71,1,2026-09-26,2026-09-26
全家,詹姆士香蒜胡椒肉骨茶麵,495,1,2026-09-26,2026-09-26
全家,調合米粉肉燥風味,251,1,2026-09-26,2026-09-26
全家,諾得清體素膠囊EX GOLD,48,12,2026-09-26,2026-09-26
全家,讚岐烏龍麵,162,1,2026-09-26,2026-09-26
全家,豆乳雞,228,1,2026-09-26,2026-09-26
全家,豆腐紫菜湯,10,1,2026-09-26,2026-09-26
全家,豐年果糖,1548,36,2026-09-26,2026-09-26
全家,豐潤草莓雪酥,247,1,2026-09-26,2026-09-26
全家,豬肉起司堡,208,1,2026-09-26,2026-09-26
全家,豬肉起司蛋堡,237,1,2026-09-26,2026-09-26
全家,貓咪造型果凍(水蜜桃風味),104,1,2026-09-26,2026-09-26
全家,貓咪造型果凍(萊姆可樂風味),4,1,2026-09-26,2026-09-26
全家,貝果脆片-奶油蒜香風味,103,1,2026-09-26,2026-09-26
全家,貝果脆片-義式披薩風味,99,1,2026-09-26,2026-09-26
全家,貝比馬鈴薯,435,1,2026-09-26,2026-09-26
全家,貝納頌咖啡375ml,220,1,2026-09-26,2026-09-26
全家,貝納頌焦糖海鹽拿鐵,158,1,2026-09-26,2026-09-26
全家,貝納頌特濃拿鐵,144,1,2026-09-26,2026-09-26
全家,貝納頌特濃黑咖啡,10,1,2026-09-26,2026-09-26
全家,貝納頌經典拿鐵,190,1,2026-09-26,2026-09-26
全家,貝納頌經典曼特寧,169,1,2026-09-26,2026-09-26
全家,貝納頌茶韻黑咖啡,10,1,2026-09-26,2026-09-26
全家,貝納頌蜜香堅果風味拿鐵,158,1,2026-09-26,2026-09-26
全家,貝納頌鑑賞級極品咖啡,145,1,2026-09-26,2026-09-26
全家,貳號砂糖,3980,100,2026-09-26,2026-09-26
全家,質立0脂肪希臘式優格,134,1,2026-09-26,2026-09-26
全家,質立無加糖希臘式優格,171,1,2026-09-26,2026-09-26
全家,質立蜂蜜希臘式優格,185,1,2026-09-26,2026-09-26
全家,贅澤鮭魚肚飯糰,173,1,2026-09-26,2026-09-26
全家,起司威化餅１６８ｇ,807,3,2026-09-26,2026-09-26
全家,起司核桃軟歐,443,1,2026-09-26,2026-09-26
全家,起司棉被海陸白醬焗烤飯,638,1,2026-09-26,2026-09-26
全家,起司火腿麵包,234,1,2026-09-26,2026-09-26
全家,起司舒芙蕾布丁,247,1,2026-09-26,2026-09-26
全家,起司芋見肉鬆三明治,234,1,2026-09-26,2026-09-26
全家,起司辣味魚肉棒,92,5,2026-09-26,2026-09-26
全家,起司風味杯麵,265,1,2026-09-26,2026-09-26
全家,起司魚肉棒,90,5,2026-09-26,2026-09-26
全家,起酥肉鬆麵包,370,1,2026-09-26,2026-09-26
全家,起酥葡萄奶酥,413,1,2026-09-26,2026-09-26
全家,起酥蛋糕,235,1,2026-09-26,2026-09-26
全家,超HOT雞腿堡,388,1,2026-09-26,2026-09-26
全家,超大包超涼薄荷,95,22,2026-09-26,2026-09-26
全家,超涼口香糖,43,10,2026-09-26,2026-09-26
全家,超涼薄荷錠蜂蜜檸檬口味,70,10,2026-09-26,2026-09-26
全家,超涼薄荷錠酷涼薄荷口味,70,10,2026-09-26,2026-09-26
全家,超濃起司派對包,816,6,2026-09-26,2026-09-26
全家,超級曠世奇派蘭姆葡萄雪糕,278,1,2026-09-26,2026-09-26
全家,超級鮪魚辣味粉紅聯名,134,1,2026-09-26,2026-09-26
全家,超能蛋白機能凍乳酸風味,105,1,2026-09-26,2026-09-26
全家,超能蛋白機能凍白葡萄風味,105,1,2026-09-26,2026-09-26
全家,超酸檸檬QQ糖,185,2,2026-09-26,2026-09-26
全家,躺著喝蜜香歐蕾沖泡包,579,5,2026-09-26,2026-09-26
全家,軟Q乾酪球,220,14,2026-09-26,2026-09-26
全家,軟質起司抹醬,440,20,2026-09-26,2026-09-26
全家,輕沙拉,365,5,2026-09-26,2026-09-26
全家,輕鬆生活素三杯炒飯,620,1,2026-09-26,2026-09-26
全家,輕鬆生活蝦仁炒飯,547,1,2026-09-26,2026-09-26
全家,輕鬆生活鮭魚炒飯,556,1,2026-09-26,2026-09-26
全家,轟炸椒麻辣雞胸,201,1,2026-09-26,2026-09-26
全家,轟炸火辣雞翅,243,1,2026-09-26,2026-09-26
全家,轟炸火辣雞腿排,281,1,2026-09-26,2026-09-26
全家,辛辣白菜炒麵,550,1,2026-09-26,2026-09-26
全家,辛香菇杯麵,293,1,2026-09-26,2026-09-26
全家,辣味肉醬,552,4,2026-09-26,2026-09-26
全家,辣味蔥燒牛肉麵(碗),414,1,2026-09-26,2026-09-26
全家,辣味蜜沙茶,265,1,2026-09-26,2026-09-26
全家,辣炸醬麵重量碗,530,1,2026-09-26,2026-09-26
全家,辣白菜泡菜拉麵,326,1,2026-09-26,2026-09-26
全家,辣白菜泡菜拉麵袋麵,519,1,2026-09-26,2026-09-26
全家,辣蕃茄義大利麵,254,1,2026-09-26,2026-09-26
全家,辣豆瓣醬,221,13,2026-09-26,2026-09-26
全家,農心爽口海鮮味烏龍麵,495,1,2026-09-26,2026-09-26
全家,農心辛拉麵(辣白醬風味),579,1,2026-09-26,2026-09-26
全家,農心辛拉麵袋麵,499,1,2026-09-26,2026-09-26
全家,農心辛炒麵,599,1,2026-09-26,2026-09-26
全家,農心辛炒麵(起司風味),560,1,2026-09-26,2026-09-26
全家,農搾柑仔雷夢飲,134,1,2026-09-26,2026-09-26
全家,農搾檸檬飲,150,1,2026-09-26,2026-09-26
全家,農搾美莓雷夢,153,1,2026-09-26,2026-09-26
全家,迷你巧克力夾心餅乾-巧克力口味,300,3,2026-09-26,2026-09-26
全家,迷你巧克力夾心餅乾-香草口味,303,3,2026-09-26,2026-09-26
全家,迷你牛奶餅,229,1,2026-09-26,2026-09-26
全家,迷你脆皮蛋口味玉米片,256,2,2026-09-26,2026-09-26
全家,迷你脆超濃起司味玉米片,290,2,2026-09-26,2026-09-26
全家,迷你脆黃金蒜香菲力牛排口味,260,2,2026-09-26,2026-09-26
全家,迷你脆黃金起司味玉米片,290,2,2026-09-26,2026-09-26
全家,迷你脆黑潮墨魚口味玉米片,260,2,2026-09-26,2026-09-26
全家,迷你葡萄罐(糖果),28,1,2026-09-26,2026-09-26
全家,迷你蘇打-鹽味,249,1,2026-09-26,2026-09-26
全家,迷你雪蟹味魚板,77,1,2026-09-26,2026-09-26
全家,酒香提拉米蘇泡芙,167,1,2026-09-26,2026-09-26
全家,酥炸大雞腿,529,1,2026-09-26,2026-09-26
全家,酷Q彌軟糖(乳酸飲料味),188,1,2026-09-26,2026-09-26
全家,酷Q彌軟糖(水果味),177,1,2026-09-26,2026-09-26
全家,酷繽果桑葚睏,122,1,2026-09-26,2026-09-26
全家,酷繽果胡蘿蔔亮,134,1,2026-09-26,2026-09-26
全家,酷繽果蘋果順,142,1,2026-09-26,2026-09-26
全家,酸甜金熊Ｑ軟糖80g,270,2,2026-09-26,2026-09-26
全家,酸粉字母可樂軟糖組,124,1,2026-09-26,2026-09-26
全家,醇乳香土司,1052,2,2026-09-26,2026-09-26
全家,醇厚Ube奶霜千層蛋糕,191,1,2026-09-26,2026-09-26
全家,醇可可生土司,275,1,2026-09-26,2026-09-26
全家,醇濃黑巧鬆餅,359,1,2026-09-26,2026-09-26
全家,醇黑可可好棒棒,529,1,2026-09-26,2026-09-26
全家,醬油美乃滋風味玉米餅,361,1,2026-09-26,2026-09-26
全家,醬燒炙烤牛飯糰,200,1,2026-09-26,2026-09-26
全家,醬燒烤雞三明治,199,1,2026-09-26,2026-09-26
全家,醬香豬耳絲,393,1,2026-09-26,2026-09-26
全家,里肌肉蛋紫米飯糰,404,1,2026-09-26,2026-09-26
全家,里肌豬排可可咖哩歐姆蛋飯,735,1,2026-09-26,2026-09-26
全家,重乳奶茶330ml,190,1,2026-09-26,2026-09-26
全家,重乳茉莉綠奶茶,186,1,2026-09-26,2026-09-26
全家,重乳黑烏龍奶茶,199,1,2026-09-26,2026-09-26
全家,野菜多風味麵,452,1,2026-09-26,2026-09-26
全家,金咖哩果香甘口咖哩飯,697,1,2026-09-26,2026-09-26
全家,金咖哩濃厚辛口咖哩飯,677,1,2026-09-26,2026-09-26
全家,金拉麵原味杯麵,271,1,2026-09-26,2026-09-26
全家,金桔檸檬袋裝喉糖,77,8,2026-09-26,2026-09-26
全家,金沙豆腐義大利麵,390,1,2026-09-26,2026-09-26
全家,金沙醬牛豚雙饗飯,521,1,2026-09-26,2026-09-26
全家,金牛角噴霧芒果可可風味,261,1,2026-09-26,2026-09-26
全家,金色三麥-椒麻香雞排,262,1,2026-09-26,2026-09-26
全家,金莎8粒裝精緻禮盒,600,8,2026-09-26,2026-09-26
全家,金莎五粒裝巧克力,375,5,2026-09-26,2026-09-26
全家,金莎巧克力三粒入,225,3,2026-09-26,2026-09-26
全家,金莎心型禮盒,600,8,2026-09-26,2026-09-26
全家,金蘋果調味乳蘋果風味,112,1,2026-09-26,2026-09-26
全家,金蘭油膏,286,34,2026-09-26,2026-09-26
全家,金蘭烤肉醬,317,24,2026-09-26,2026-09-26
全家,金酒醬燒後腿捲,164,1,2026-09-26,2026-09-26
全家,金酒鹽麴雞肉串,101,1,2026-09-26,2026-09-26
全家,金門高粱酒熱狗,191,1,2026-09-26,2026-09-26
全家,金黃玉米蛋三明治,241,1,2026-09-26,2026-09-26
全家,金黃起司熱狗,220,1,2026-09-26,2026-09-26
全家,鉛筆代可可脂巧克力,156,2,2026-09-26,2026-09-26
全家,銀耳花釀,42,1,2026-09-26,2026-09-26
全家,鐵觀音濃奶茶雪糕,185,1,2026-09-26,2026-09-26
全家,鐵觀音焙香歐蕾,456,5,2026-09-26,2026-09-26
全家,長榮嚴選果舖物語米果經濟艙,161,1,2026-09-26,2026-09-26
全家,長蔥味噌杯湯,29,1,2026-09-26,2026-09-26
全家,長野稻荷壽司(植覺生活),263,1,2026-09-26,2026-09-26
全家,開心果冰淇淋迷你杯,214,1,2026-09-26,2026-09-26
全家,開心果千層蛋塔,257,1,2026-09-26,2026-09-26
全家,開心果巧克力起司,246,6,2026-09-26,2026-09-26
全家,開運小金磚,175,1,2026-09-26,2026-09-26
全家,阿Q生猛海鮮桶麵,453,1,2026-09-26,2026-09-26
全家,阿Q紅椒牛肉桶麵,479,1,2026-09-26,2026-09-26
全家,阿Q蒜香珍肉桶麵,422,1,2026-09-26,2026-09-26
全家,阿Q雞汁排骨桶麵,509,1,2026-09-26,2026-09-26
全家,阿Q韓式泡菜桶麵,465,1,2026-09-26,2026-09-26
全家,阿奇儂X鮮乳坊生巧克力戀乳雪糕,177,1,2026-09-26,2026-09-26
全家,阿奇儂乳酸脆樂冰,72,1,2026-09-26,2026-09-26
全家,阿奇儂極濃義式開心果雪糕,184,1,2026-09-26,2026-09-26
全家,阿奇儂金杏花生頌雪糕,196,1,2026-09-26,2026-09-26
全家,阿奇儂開心果金絲脆摩納餅,156,1,2026-09-26,2026-09-26
全家,阿奇儂青梅脆樂冰,64,1,2026-09-26,2026-09-26
全家,阿奇儂Ｘ可果美番茄糖葫蘆冰棒,66,1,2026-09-26,2026-09-26
全家,阿華田營養麥芽飲品,42,5,2026-09-26,2026-09-26
全家,阿薩姆奶茶350ml,154,1,2026-09-26,2026-09-26
全家,陽光葡萄土司,356,1,2026-09-26,2026-09-26
全家,隨緣椎茸口味,293,1,2026-09-26,2026-09-26
全家,雀巢奇巧威化巧克力,204,2,2026-09-26,2026-09-26
全家,雀巢奇巧酥脆威化巧克力,197,1,2026-09-26,2026-09-26
全家,雀巢巧酥脆脆牛奶巧克力威化,198,1,2026-09-26,2026-09-26
全家,雀巢濃醇原味咖啡,816,12,2026-09-26,2026-09-26
全家,雀巢香滑原味咖啡,816,12,2026-09-26,2026-09-26
全家,雀巢鷹牌煉乳條裝,527,17,2026-09-26,2026-09-26
全家,雙倍巧克力甜筒,257,1,2026-09-26,2026-09-26
全家,雙效活靈芝滋補液,25,1,2026-09-26,2026-09-26
全家,雙月嫩仙草凍,47,1,2026-09-26,2026-09-26
全家,雙月愛恨椒芝花生點心麵,239,4,2026-09-26,2026-09-26
全家,雙月檸檬愛玉凍,86,1,2026-09-26,2026-09-26
全家,雙月蔥蔥花生點心麵,225,4,2026-09-26,2026-09-26
全家,雙月養仙茶,6,2,2026-09-26,2026-09-26
全家,雙泰奶QQ三明治,170,1,2026-09-26,2026-09-26
全家,雙目糖蜂蜜蛋糕,357,1,2026-09-26,2026-09-26
全家,雙經典泡芙超值禮盒,194,1,2026-09-26,2026-09-26
全家,雙纖檸檬綠茶,284,4,2026-09-26,2026-09-26
全家,雙起司火腿蔥抓餅,422,1,2026-09-26,2026-09-26
全家,雙起司蔥抓餅(植覺生活),402,1,2026-09-26,2026-09-26
全家,雙重芝士條,302,1,2026-09-26,2026-09-26
全家,雞汁油蔥手工麵線,290,1,2026-09-26,2026-09-26
全家,雞汁風味厚切洋芋片,796,1,2026-09-26,2026-09-26
全家,雞湯塊,201,15,2026-09-26,2026-09-26
全家,雞肉穀物飯(健康志向),356,1,2026-09-26,2026-09-26
全家,雞肉飯飯糰,186,1,2026-09-26,2026-09-26
全家,雞蓉玉米濃湯,59,1,2026-09-26,2026-09-26
全家,雞蛋沙拉三明治,204,1,2026-09-26,2026-09-26
全家,雪之月仙貝,726,6,2026-09-26,2026-09-26
全家,雪碧330ml,112,1,2026-09-26,2026-09-26
全家,雪碧350ml,119,1,2026-09-26,2026-09-26
全家,雪碧汽水,204,2,2026-09-26,2026-09-26
全家,霸王黃金酷辣雞腿排,334,1,2026-09-26,2026-09-26
全家,霸王黃金香雞腿,189,1,2026-09-26,2026-09-26
全家,靈芝王精華飲,31,1,2026-09-26,2026-09-26
全家,青木瓜雞絲泰泰雙手卷,279,1,2026-09-26,2026-09-26
全家,青檸烤雞握沙拉,221,1,2026-09-26,2026-09-26
全家,青箭口香糖,65,7,2026-09-26,2026-09-26
全家,青箭口香糖(17片),158,17,2026-09-26,2026-09-26
全家,青脆菜心,156,3,2026-09-26,2026-09-26
全家,青花椒麻雞肉拌麵,452,1,2026-09-26,2026-09-26
全家,青葉麵筋3入組,214,3,2026-09-26,2026-09-26
全家,青蔥燒餅(五辛素),184,1,2026-09-26,2026-09-26
全家,青醬烤雞焗飯,639,1,2026-09-26,2026-09-26
全家,青醬蛤蜊義大利麵,523,1,2026-09-26,2026-09-26
全家,青醬野菇義大利麵,533,1,2026-09-26,2026-09-26
全家,韋恩特濃咖啡,122,1,2026-09-26,2026-09-26
全家,韓國年糕,1079,5,2026-09-26,2026-09-26
全家,韓國魚肉起司熱狗,245,1,2026-09-26,2026-09-26
全家,韓式BBQ口味玉米片,462,3,2026-09-26,2026-09-26
全家,韓式泡菜,83,5,2026-09-26,2026-09-26
全家,韓式泡菜冷麵,415,1,2026-09-26,2026-09-26
全家,韓式泡菜豬肉豆腐丼飯,543,1,2026-09-26,2026-09-26
全家,韓式火焰辣烤雞腿,276,1,2026-09-26,2026-09-26
全家,韓式炒冬粉(植覺生活),217,1,2026-09-26,2026-09-26
全家,韓式炸G,213,1,2026-09-26,2026-09-26
全家,韓式炸雞,259,1,2026-09-26,2026-09-26
全家,韓式蒜味炸雞,182,1,2026-09-26,2026-09-26
全家,韓式起司義大利麵,311,1,2026-09-26,2026-09-26
全家,韓式魚板棒,56,1,2026-09-26,2026-09-26
全家,韓式黑嚕嚕炸醬麵,508,1,2026-09-26,2026-09-26
全家,頂級濃郁起司絲,1016,15,2026-09-26,2026-09-26
全家,顆粒花生醬,20128,34,2026-09-26,2026-09-26
全家,飛壘葡萄口香糖,73,5,2026-09-26,2026-09-26
全家,飲冰室茶集烏龍奶茶,219,1,2026-09-26,2026-09-26
全家,飲冰室茶集紅奶茶,206,1,2026-09-26,2026-09-26
全家,飲冰室茶集綠奶茶,240,1,2026-09-26,2026-09-26
全家,養樂多,72,1,2026-09-26,2026-09-26
全家,養樂多(5入),360,5,2026-09-26,2026-09-26
全家,養樂多300LIGHT活菌發酵,52,1,2026-09-26,2026-09-26
全家,養氣人蔘滋補液,23,1,2026-09-26,2026-09-26
全家,養氣人蔘無糖滋補液,4,1,2026-09-26,2026-09-26
全家,養氣蜜人蔘,33,1,2026-09-26,2026-09-26
全家,養生黑木耳膠原飲,40,1,2026-09-26,2026-09-26
全家,香檸優多椰果晶凍,210,1,2026-09-26,2026-09-26
全家,香滷牛肚絲,122,1,2026-09-26,2026-09-26
全家,香滷蛋白棒,46,1,2026-09-26,2026-09-26
全家,香濃咖啡拿鐵,100,1,2026-09-26,2026-09-26
全家,香濃明太子嫩雞飯卷,287,1,2026-09-26,2026-09-26
全家,香濃牛奶好棒棒,474,1,2026-09-26,2026-09-26
全家,香烤大雞排,472,1,2026-09-26,2026-09-26
全家,香烤嫩雞味洋芋片,352,2,2026-09-26,2026-09-26
全家,香烤雞腿條,95,1,2026-09-26,2026-09-26
全家,香烤魚排青醬燉飯,561,1,2026-09-26,2026-09-26
全家,香烤魷魚魚餅,109,1,2026-09-26,2026-09-26
全家,香烤鱈魚輕蔬餐盒,322,1,2026-09-26,2026-09-26
全家,香煎魚排佐檸檬奶油義大利麵,459,1,2026-09-26,2026-09-26
全家,香腸腿排雙拼便當,652,1,2026-09-26,2026-09-26
全家,香草卡士達泡芙,160,1,2026-09-26,2026-09-26
全家,香草卡士達生甜甜圈,261,1,2026-09-26,2026-09-26
全家,香草焦糖脆杏仁冰淇淋雪糕,263,1,2026-09-26,2026-09-26
全家,香草起司,286,6,2026-09-26,2026-09-26
全家,香草迷你杯冰淇淋,223,1,2026-09-26,2026-09-26
全家,香草風味拿鐵咖啡,450,5,2026-09-26,2026-09-26
全家,香菇素蠔油,504,36,2026-09-26,2026-09-26
全家,香菇雞燉湯,163,1,2026-09-26,2026-09-26
全家,香菇雞粥,282,1,2026-09-26,2026-09-26
全家,香菜口味玉米片,520,4,2026-09-26,2026-09-26
全家,香菜小香腸,206,1,2026-09-26,2026-09-26
全家,香菜風味香雞排,223,1,2026-09-26,2026-09-26
全家,香蒜排骨酥,299,1,2026-09-26,2026-09-26
全家,香蒜金磚,316,1,2026-09-26,2026-09-26
全家,香蔥經典嫩雞胸,154,1,2026-09-26,2026-09-26
全家,香蕉卡士達咖啡酷繽沙,312,1,2026-09-26,2026-09-26
全家,香蕉卡士達泡芙,132,1,2026-09-26,2026-09-26
全家,香蕉卡士達牛奶酷繽沙,369,1,2026-09-26,2026-09-26
全家,香蕉卡士達麵包,202,1,2026-09-26,2026-09-26
全家,香蕉咖啡酷繽沙,328,1,2026-09-26,2026-09-26
全家,香蕉牛奶酷繽沙,384,1,2026-09-26,2026-09-26
全家,香辣御品榨菜175g,210,7,2026-09-26,2026-09-26
全家,香辣花枝丸,121,2,2026-09-26,2026-09-26
全家,香辣醬粉絲煲,162,1,2026-09-26,2026-09-26
全家,香辣醬雞肉炒飯飯糰,283,1,2026-09-26,2026-09-26
全家,香辣醬香腸蛋炒飯,815,1,2026-09-26,2026-09-26
全家,香辣雞肉熱狗,193,1,2026-09-26,2026-09-26
全家,香辣霸王雞球,292,1,2026-09-26,2026-09-26
全家,香雞蛋堡,254,1,2026-09-26,2026-09-26
全家,香鮭蛋炒飯,444,1,2026-09-26,2026-09-26
全家,馬-甜玉米,80,1,2026-09-26,2026-09-26
全家,馬來饃麵茶牛奶雪糕,94,1,2026-09-26,2026-09-26
全家,馬鈴薯玉米濃湯,224,1,2026-09-26,2026-09-26
全家,高單位葡萄糖胺飲,27,1,2026-09-26,2026-09-26
全家,高崎培根,216,2,2026-09-26,2026-09-26
全家,高粱酒牛肉乾-原味,195,3,2026-09-26,2026-09-26
全家,高粱酒珍珠香腸,193,1,2026-09-26,2026-09-26
全家,高級甜筒,185,1,2026-09-26,2026-09-26
全家,高蛋白質綜合堅果,173,1,2026-09-26,2026-09-26
全家,高鈣低脂起司,600,12,2026-09-26,2026-09-26
全家,高鈣原味起司,756,12,2026-09-26,2026-09-26
全家,高麗人蔘滋補液,25,1,2026-09-26,2026-09-26
全家,高麗人蔘精華液,70,1,2026-09-26,2026-09-26
全家,高麗菜豬肉熟水餃,384,3,2026-09-26,2026-09-26
全家,魔爪澳式檸檬碳酸能量飲料,156,1,2026-09-26,2026-09-26
全家,魔爪管浪潘趣能量飲,128,1,2026-09-26,2026-09-26
全家,魔爪能量飲,170,1,2026-09-26,2026-09-26
全家,魔爪芒果狂歡能量飲,156,1,2026-09-26,2026-09-26
全家,魔爪超越仙境能量飲料,10,1,2026-09-26,2026-09-26
全家,魔爪超越幻紫能量飲料,11,1,2026-09-26,2026-09-26
全家,魔爪超越能量飲,11,1,2026-09-26,2026-09-26
全家,魷魚風味小魚造型魚板,93,1,2026-09-26,2026-09-26
全家,鮪魚昆布細卷,160,1,2026-09-26,2026-09-26
全家,鮪魚片,266,2,2026-09-26,2026-09-26
全家,鮪魚穀物飯(健康志向),380,1,2026-09-26,2026-09-26
